groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_y
AT1G18660	E006	360.321185519577	0.0034582791221457	117.309694223192	2.45567178055943e-27	2.29147663559566e-24	22.2269550161311	29.9826721938788	0.912185529023915	1	6421304	6421381	78	+	168	214	190	167	214	194	439	418	411	718	699	328	AT1G18660.2	AT1G18660:E006	AT1G18660	E006	119.551689326474	0.0188749741505593	17.9458341553203	2.27281315151187e-05	0.0060654297412374	11.7407095282114	17.5737669481414	1.20536841634093	1	6421304	6421381	78	+	55	43	104	161	156	227	AT1G18660.2
AT1G18950	E013	114.895362804912	0.0072297359499651	146.04147016427	1.2713793218079e-33	1.86429614981388e-30	11.8926215547002	20.1255348547469	1.54974759416883	1	6550670	6550681	12	+	45	108	60	56	111	80	149	116	142	207	238	78	AT1G18950.2	AT1G18950:E013	AT1G18950	E013	41.0577011652985	0.0051439581411985	88.7887412822569	4.3930912278124e-21	1.85996358653856e-17	4.19910880041408	11.6556563421201	2.97462668171651	1	6550670	6550681	12	+	6	8	45	60	65	71	AT1G18950.2
AT1G20060	E016	4.15190724614803	0.141958889027298	11.981195484947	0.0005374009650464	0.0200223310552416	4.06424475329075	1.80500086040919	-2.34358358521007	1	6952653	6952655	3	-	7	8	13	7	2	9	0	5	0	2	1	0	"c(""AT1G20060.3"", ""AT1G20060.2"", ""AT1G20060.9"")"	AT1G20060:E016	AT1G20060	E016	1.76080407137744	0.161244032883703	14.5479811990897	0.00013663497625	0.0260391025541631	3.94016686260471	0.652012960424287	-5.19426516130988	1	6952653	6952655	3	-	6	3	0	1	0	0	"c(""AT1G20060.3"", ""AT1G20060.2"", ""AT1G20060.9"")"
AT1G21170	E011	40.8948874429438	0.0082378777111549	123.548941296042	1.05745550603391e-28	1.0654480531715401e-25	6.29211953507055	12.5447289805041	2.00518868372099	1	7415873	7415924	52	+	18	17	27	19	17	22	52	44	60	101	97	22	AT1G21170.2	AT1G21170:E011	AT1G21170	E011	13.7359025566231	0.052951170254804	19.9074295516695	8.12838283834542e-06	0.0025880638788465	2.26081946953727	6.82351474349376	3.19748011613224	1	7415873	7415924	52	+	0	4	17	18	13	36	AT1G21170.2
AT1G22400	E001	2945.07718142209	0.0033323613304697	48.7835434095728	2.85828060024094e-12	7.11244150816319e-10	70.7839390764236	66.3904225572544	-0.252791357441374	1	7903660	7904803	1144	-	2702	4205	3517	3896	5564	4014	2352	1615	2040	3706	3578	1034	AT1G22400.1	AT1G22400:E001	AT1G22400	E001	862.127011660314	0.0088918569475454	15.5375448911094	8.08827681427902e-05	0.0172152817868266	42.0453384907932	38.4043395111883	-0.329424836115185	1	7903660	7904803	1144	-	1587	1580	533	612	319	421	AT1G22400.1
AT1G22400	E002	2987.58684921862	0.0033306749319316	48.8055267873589	2.82642230700265e-12	7.04383897304491e-10	66.9869415091393	71.3877933066085	0.252118189775123	1	7906091	7906969	879	-	2582	3412	2965	3316	4676	3494	2443	2033	2471	4021	4681	1529	AT1G22400.1	AT1G22400:E002	AT1G22400	E002	648.891439601909	0.0090462824731121	15.3087531678845	9.12925123582255e-05	0.0190174928802403	34.6571480584396	38.2375813815464	0.34487769824497	1	7906091	7906969	879	-	941	1025	544	493	414	419	AT1G22400.1
AT1G23080	E013	476.028721612705	0.0056915009468202	176.066840821712	3.50138610084154e-40	7.77080597450551e-37	25.2716133323774	37.3103928251841	1.2139804252078	1	8182206	8182217	12	-	313	361	395	210	370	328	671	484	620	873	786	292	AT1G23080.1	AT1G23080:E013	AT1G23080	E013	155.954343376297	0.0057891136042681	79.1690464798934	5.701642587276131e-19	1.9003696054935802e-15	11.6116114036107	20.6493959549422	1.73179479937761	1	8182206	8182217	12	-	43	57	213	161	207	291	AT1G23080.1
AT1G23360	E008	247.148241477818	0.0037936897143356	22.8694213546674	1.7338843560388e-06	0.0001693987481028	25.2437680633021	22.0153837138564	-0.413163869489149	1	8296419	8296509	91	-	220	428	335	237	366	353	235	192	147	277	302	91	"c(""AT1G23360.3"", ""AT1G23360.2"", ""AT1G23360.1"")"	AT1G23360:E008	AT1G23360	E008	201.879607728929	0.0082364926277312	20.21178092208	6.93246853253523e-06	0.002276698240165	24.6692856815187	19.1659085536304	-0.786469330758645	1	8296419	8296509	91	-	313	333	144	98	140	179	"c(""AT1G23360.3"", ""AT1G23360.2"", ""AT1G23360.1"")"
AT1G23360	E010	204.318812277143	0.0075238477875421	14.4859277443846	0.000141210509656	0.0071073504204221	23.0676528671169	19.9180868246205	-0.43987867746045	1	8296594	8296658	65	-	181	336	287	195	293	313	144	168	149	229	224	85	"c(""AT1G23360.3"", ""AT1G23360.2"", ""AT1G23360.1"")"	AT1G23360:E010	AT1G23360	E010	195.628587134493	0.0043959968300011	20.2651441044188	6.74176840549066e-06	0.0022327938779216	23.8271570717582	19.3727569456723	-0.643542079931207	1	8296594	8296658	65	-	305	293	136	115	135	188	"c(""AT1G23360.3"", ""AT1G23360.2"", ""AT1G23360.1"")"
AT1G26180	E006	118.122465029853	0.0053607999159413	39.6662676215855	3.01284636426645e-10	5.89054504876439e-08	14.3245352191439	18.2042224601392	0.706808130015237	1	9055961	9056052	92	+	83	94	118	87	124	95	154	108	138	173	186	69	AT1G26180.2	AT1G26180:E006	AT1G26180	E006	96.8424728327237	0.0028570199583952	13.3804095089254	0.0002542662067817	0.0414046879675358	13.0596489621078	15.8775463534973	0.583570830931157	1	9055961	9056052	92	+	63	78	111	101	110	127	AT1G26180.2
AT1G27630	E005	512.832437965729	0.0025912377381324	47.1769620215073	6.48583068890193e-12	1.5437405010141202e-09	29.7064643884719	34.7379894722042	0.49013013656189	1	9611877	9612008	132	+	292	486	422	347	404	331	542	590	572	955	941	313	"c(""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"	AT1G27630:E005	AT1G27630	E005	313.474986641436	0.0021970123840754	20.4268439865396	6.19546412422955e-06	0.0020916634611827	21.2373210635588	25.1475683174517	0.531255835192511	1	9611877	9612008	132	+	156	128	330	366	429	532	"c(""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"
AT1G27660	E006	54.7093664656452	0.0061644291448686	21.0117017295128	4.56486785649582e-06	0.0003962459713573	10.0797742353754	12.3806226652259	0.599495801979982	1	9625326	9625385	60	+	31	51	48	43	49	61	65	66	55	91	102	20	AT1G27660.1	AT1G27660:E006	AT1G27660	E006	111.701045612803	0.002510481584546	13.2482265617406	0.0002728378724723	0.0433914704553621	12.6963637783982	15.0233295662028	0.501271803777406	1	9625326	9625385	60	+	33	55	127	149	121	211	AT1G27660.1
AT1G27770	E010	65.2280849247189	0.0240999998128235	109.248651138152	1.4315307192458302e-25	1.10377067175202e-22	6.42011992726708	14.8984539134777	2.45085555057603	1	9675233	9675308	76	-	11	31	14	15	13	20	74	89	78	166	141	75	AT1G27770.3	AT1G27770:E010	AT1G27770	E010	24.1825603174398	0.0093080402412142	31.4441135234786	2.05263958292006e-08	1.51674573558299e-05	3.44773537408504	8.2691441629789	2.53799348117204	1	9675233	9675308	76	-	5	3	38	30	34	39	AT1G27770.3
AT1G27900	E005	52.0939761303787	0.014258426142162	93.9173827819765	3.28972336967093e-22	1.9790397379040202e-19	7.1526337007308	13.5363025268963	1.85656215339478	1	9716340	9716398	59	-	14	39	27	23	25	18	54	59	74	129	101	45	"c(""AT1G27900.3"", ""AT1G27900.2"")"	AT1G27900:E005	AT1G27900	E005	36.8535173524479	0.0077747796282431	32.8472546050221	9.96917644870846e-09	7.96781341348509e-06	5.57992895102912	10.3508201064703	1.80142196354782	1	9716340	9716398	59	-	17	6	52	45	50	56	"c(""AT1G27900.3"", ""AT1G27900.2"")"
AT1G27900	E006	69.7178632893577	0.0102146125904655	215.113833729653	1.05252990315641e-48	3.7578063272866e-45	6.86549822320384	16.2526659018573	2.51273347382316	1	9716399	9716537	139	-	15	34	32	22	18	13	93	81	111	168	163	58	AT1G27900.3	AT1G27900:E006	AT1G27900	E006	45.2612672336148	0.0075755602342264	44.7120415535191	2.2824925745613297e-11	3.08238816198432e-08	5.81539092973804	11.532672911434	1.99977840264938	1	9716399	9716537	139	-	17	8	63	52	70	68	AT1G27900.3
AT1G28520	E005	260.8903124468	0.0122844090818203	134.731749348633	3.7793035606646204e-31	4.53052979835819e-28	16.2539715243462	28.4486765577918	1.68067028087601	1	10029436	10029673	238	+	88	134	112	82	136	148	287	266	323	673	622	223	AT1G28520.2	AT1G28520:E005	AT1G28520	E005	74.4563418533405	0.0105262649378341	15.0813153822886	0.0001029775440806	0.0208768480513035	10.3530801485656	14.2372414239815	0.942487292116984	1	10029436	10029673	238	+	39	44	62	76	102	143	AT1G28520.2
AT1G29850	E005	491.252424187703	0.0018507930110393	115.748671746242	5.39514442993434e-27	4.8684360440493205e-24	28.8332614317123	35.8008817983074	0.678199256725836	1	10448846	10448848	3	+	360	512	456	379	523	449	671	543	472	586	799	245	AT1G29850.2	AT1G29850:E005	AT1G29850	E005	207.155595469752	0.0020649639247168	41.0719439522142	1.46727499433453e-10	1.64179687437495e-07	18.1104049526271	23.2527452836671	0.772501659320407	1	10448846	10448848	3	+	143	145	208	252	229	288	AT1G29850.2
AT1G31420	E014	331.192025771371	0.0029624063696051	36.8815910324455	1.25525583846425e-09	2.29313878601401e-07	29.155846121432	25.0395152695343	-0.465885426006395	1	11252756	11252758	3	+	286	472	392	401	562	478	334	231	275	352	326	117	"c(""AT1G31420.3"", ""AT1G31420.1"")"	AT1G31420:E014	AT1G31420	E014	281.880108053952	0.0014031953789389	22.2100158107803	2.44395548808109e-06	0.0009595251005485	26.9732160468182	23.4039563190937	-0.452659357149175	1	11252756	11252758	3	+	322	317	255	254	248	301	"c(""AT1G31420.3"", ""AT1G31420.1"")"
AT1G31850	E004	38.7191215476149	0.0128374815026256	100.153826440989	1.41008791105121e-23	9.41388446373017e-21	11.9436937012904	5.84064899100417	-2.07724225498635	1	11430449	11430452	4	+	62	73	83	65	69	83	5	6	6	32	19	12	"c(""AT1G31850.3"", ""AT1G31850.2"", ""AT1G31850.4"")"	AT1G31850:E004	AT1G31850	E004	14.0711867077916	0.0781427170419992	16.5230814293393	4.80614390463695e-05	0.011424765628971	8.70859391743743	3.66230173156359	-2.51464301944248	1	11430449	11430452	4	+	18	42	1	8	6	9	"c(""AT1G31850.3"", ""AT1G31850.2"", ""AT1G31850.4"")"
AT1G31910	E015	1025.60479497521	0.0071995795586312	36.7468663794145	1.3450664899310901e-09	2.44203203181314e-07	40.5094163819213	48.781550899119	0.622858010430638	1	11461826	11463896	2071	+	641	1158	917	676	919	931	1468	953	1270	1630	1704	438	AT1G31910.1	AT1G31910:E015	AT1G31910	E015	374.303425510878	0.0043617072216586	13.6109324663447	0.0002248721692285	0.0378781452193521	25.4451375879403	29.5157973443905	0.481621451633398	1	11461826	11463896	2071	+	285	305	435	359	416	475	AT1G31910.1
AT1G33470	E006	211.589930851755	0.0044115687283525	19.793904731274	8.62573081410854e-06	0.0006903611223502	23.331081371914	20.3148004074613	-0.415284767115601	1	12145684	12145686	3	+	249	305	327	251	250	329	140	104	155	299	229	79	"c(""AT1G33470.1"", ""AT1G33470.3"")"	AT1G33470:E006	AT1G33470	E006	137.537449167799	0.0019896715064753	33.7256010999804	6.3460003714984e-09	5.37358729835658e-06	20.4017537676467	16.2004668414915	-0.702547300120668	1	12145684	12145686	3	+	168	198	109	101	121	128	"c(""AT1G33470.1"", ""AT1G33470.3"")"
AT1G33770	E007	1997.23590104842	0.0383184385328559	24.3229196483308	8.14639635048173e-07	8.68178203884089e-05	66.3782178000945	52.8895274388829	-0.839718329128937	1	12244283	12245292	1010	+	1716	2579	2384	1783	2619	2262	2102	1518	1910	2404	2753	946	AT1G33770.1	AT1G33770:E007	AT1G33770	E007	1119.46648116765	0.0037304762132055	31.5391660202226	1.95457846054177e-08	1.45113092417436e-05	44.9729235554444	43.4109095706536	-0.13375795079147	1	12244283	12245292	1010	+	1051	1077	1135	1159	1000	1355	AT1G33770.1
AT1G47550	E019	62.8162941936018	0.0084822248264653	109.906088441705	1.0274481233621e-25	8.151684067439841e-23	15.0363383148566	8.42326391866999	-1.69077436733167	1	17462225	17462227	3	+	71	120	107	112	153	95	28	23	33	44	33	15	AT1G47550.2	AT1G47550:E019	AT1G47550	E019	20.6320320167076	0.0117906006130718	25.4050437453216	4.64701546859866e-07	0.0002310997673609	9.51483286606666	5.39868096988205	-1.65014519434551	1	17462225	17462227	3	+	33	34	10	18	14	13	AT1G47550.2
AT1G47570	E001	323.875181396541	0.0480297944033271	49.8156539234481	1.6889110157776599e-12	4.34073918533955e-10	18.0505116524438	33.7892928941561	1.90681621806039	1	17477579	17478654	1076	+	86	201	198	200	172	204	484	292	286	1049	675	184	AT1G47570.1	AT1G47570:E001	AT1G47570	E001	411.098380567462	0.0059888474236285	75.7026429782967	3.2976593259378396e-18	1.01291162495454e-14	21.6473703352189	32.0264661855122	1.26323643471957	1	17477579	17478654	1076	+	190	208	501	566	477	566	AT1G47570.1
AT1G48760	E006	8157.19030114651	0.0058730187221403	16.2654791310588	5.50579418950853e-05	0.0032952900558723	92.9280568326485	99.7269664132622	0.34228716389444	1	18036155	18039405	3251	-	9133	13065	10354	7796	11077	10643	7686	5595	6757	8506	10145	3055	"c(""AT1G48760.1"", ""AT1G48760.2"", ""AT1G48760.3"")"	AT1G48760:E006	AT1G48760	E006	2819.61656594455	0.0008586720038832	13.665682695718	0.0002184095186681	0.0372195284427196	60.8216926652896	58.4875553328442	-0.174073812153086	1	18036155	18039405	3251	-	2003	2168	2935	3275	3006	3800	"c(""AT1G48760.1"", ""AT1G48760.2"", ""AT1G48760.3"")"
AT1G48970	E009	1138.39032302567	0.0019340049188909	13.1115885139943	0.0002934747366891	0.0127070769723017	48.3659300589135	46.0384430000984	-0.168006602232847	1	18116986	18117833	848	-	1026	1440	1173	1122	1610	1335	968	834	1092	1337	1700	584	"c(""AT1G48970.2"", ""AT1G48970.1"")"	AT1G48970:E009	AT1G48970	E009	304.770659766835	0.0115199439703922	15.7789794294106	7.11890624985695e-05	0.0156095861452485	29.2273869001205	23.6246518091144	-0.684891384630704	1	18116986	18117833	848	-	393	400	203	211	259	386	"c(""AT1G48970.2"", ""AT1G48970.1"")"
AT1G49950	E010	63.4959673904711	0.0071537175060871	119.012452354818	1.04074107388933e-27	9.99549637701707e-25	15.1492972837702	8.63794117210756	-1.63972160089793	1	18497084	18497128	45	-	92	146	103	79	137	112	31	32	16	47	50	11	"c(""AT1G49950.3"", ""AT1G49950.1"")"	AT1G49950:E010	AT1G49950	E010	15.1399678367495	0.0146682315242986	18.5986564121014	1.61334216819653e-05	0.0045292702030882	8.01818818034424	4.60236533724213	-1.61234338937945	1	18497084	18497128	45	-	29	25	9	8	10	8	"c(""AT1G49950.3"", ""AT1G49950.1"")"
AT1G49980	E019	77.598571259005	0.0082500598784543	57.7334638648178	3.00152766013049e-14	9.21396057343086e-12	10.4241421908965	15.1254540342648	1.08862752142027	1	18511963	18511993	31	+	38	49	33	37	77	48	113	86	71	156	156	60	"c(""AT1G49980.3"", ""AT1G49980.4"", ""AT1G49980.7"", ""AT1G49980.6"", ""AT1G49980.5"", ""AT1G49980.2"", ""AT1G49980.8"")"	AT1G49980:E019	AT1G49980	E019	28.4975443480937	0.0483719548402169	13.5689513117391	0.0002299578200069	0.0383635276035464	4.82487099135305	9.13155987820495	1.85543474982605	1	18511963	18511993	31	+	6	11	42	41	19	59	"c(""AT1G49980.3"", ""AT1G49980.4"", ""AT1G49980.7"", ""AT1G49980.6"", ""AT1G49980.5"", ""AT1G49980.2"", ""AT1G49980.8"")"
AT1G49980	E020	47.4139639690508	0.018027048299278	42.76427914168	6.174949377351289e-11	1.34499242193787e-08	7.67439288320213	12.1447095521243	1.33513445640162	1	18511994	18511998	5	+	15	32	15	22	45	24	67	56	40	117	95	38	"c(""AT1G49980.4"", ""AT1G49980.7"", ""AT1G49980.6"", ""AT1G49980.2"", ""AT1G49980.8"")"	AT1G49980:E020	AT1G49980	E020	19.3689326437655	0.0543610345481579	14.303153284147	0.0001556040031514	0.0287110462917409	3.51485191689073	7.66381626704245	2.26054246136096	1	18511994	18511998	5	+	3	6	25	28	13	48	"c(""AT1G49980.4"", ""AT1G49980.7"", ""AT1G49980.6"", ""AT1G49980.2"", ""AT1G49980.8"")"
AT1G49980	E021	66.0307181282531	0.0093071997123966	61.5768505629044	4.25795397984802e-15	1.4098635040693599e-12	9.30006503989051	14.1077659360047	1.21597089758286	1	18511999	18512089	91	+	18	51	35	31	59	31	98	74	60	130	136	57	"c(""AT1G49980.4"", ""AT1G49980.2"", ""AT1G49980.7"", ""AT1G49980.6"")"	AT1G49980:E021	AT1G49980	E021	29.4029021495107	0.0301710541453438	19.058417874601	1.26777308596485e-05	0.0037756499897826	4.82667554199458	9.29731237150268	1.90700223177201	1	18511999	18512089	91	+	6	11	37	45	24	61	"c(""AT1G49980.4"", ""AT1G49980.2"", ""AT1G49980.7"", ""AT1G49980.6"")"
AT1G51390	E006	1882.62943002478	0.0070977505829461	17.1204100064876	3.50832571694261e-05	0.0022480661301011	55.0140408531952	61.1578082454612	0.387488318249179	1	19051688	19052094	407	+	1564	2584	2146	1631	2416	1901	2224	1579	1848	2217	2953	706	AT1G51390.1	AT1G51390:E006	AT1G51390	E006	793.534677274167	0.0036543131634318	20.1566217430756	7.13528054457239e-06	0.0023238169810152	35.8803806528144	39.6955297475976	0.358963942210433	1	19051688	19052094	407	+	602	637	780	857	807	1181	AT1G51390.1
AT1G51720	E017	47.7921216008145	0.0606037537208591	34.3769509713067	4.54068880848365e-09	7.50983287406735e-07	6.77419322647776	13.2149160606241	1.94367915072733	1	19185666	19185849	184	+	5	25	19	24	24	40	70	29	37	97	140	54	AT1G51720.2	AT1G51720:E017	AT1G51720	E017	20.9803400040612	0.0311774854340641	19.208329354842	1.17200892363893e-05	0.0035375248922136	3.88349502788108	8.20373418565167	2.17062054223164	1	19185666	19185849	184	+	10	2	36	23	23	35	AT1G51720.2
AT1G52360	E029	333.468118003212	0.0026623160375117	408.263612100093	8.75176107438432e-91	1.10563017289868e-86	19.1730839003532	32.4215915755062	1.59768292812606	1	19505448	19505698	251	+	155	227	152	151	211	167	468	375	372	763	677	245	AT1G52360.4	AT1G52360:E029	AT1G52360	E029	176.133150164453	0.0052446799173194	61.2580149418883	5.00643384813117e-15	1.05982145294249e-11	13.6012815531031	21.4191936150315	1.37665028516693	1	19505448	19505698	251	+	52	85	209	212	266	259	AT1G52360.4
AT1G53450	E001	2117.36824730628	0.0010033906781313	306.278062354181	1.4126654686698e-68	8.92326443271456e-65	53.4487162597396	63.6962644684474	0.643899450169716	1	19951006	19951234	229	-	1074	1649	1420	1216	1680	1543	2617	2190	2417	3635	4211	1568	AT1G53450.2	AT1G53450:E001	AT1G53450	E001	855.331067074767	0.0034811878872116	24.0984544891803	9.153373125086e-07	0.0004096840590831	34.7945407595855	40.5268609450152	0.540982289119546	1	19951006	19951234	229	-	541	498	934	930	1092	1248	AT1G53450.2
AT1G53450	E002	2112.59458356928	0.0005782691268827	321.905327554605	5.57036221870241e-72	4.15832603591788e-68	54.3462723506283	63.1869032254057	0.55412720568148	1	19951235	19951481	247	-	1179	1610	1485	1299	1773	1579	2691	2151	2436	3561	4050	1458	"c(""AT1G53450.1"", ""AT1G53450.2"")"	AT1G53450:E002	AT1G53450	E002	961.665673284178	0.0009743996997681	52.953409615085	3.41554610209789e-13	6.0801378180209e-10	36.810291940958	42.341325818255	0.505803887484008	1	19951235	19951481	247	-	552	641	1089	1053	1164	1394	"c(""AT1G53450.1"", ""AT1G53450.2"")"
AT1G53450	E004	231.095558911137	0.003969930777205	107.727158290057	3.0844686889032404e-25	2.3237085399814597e-22	26.2508560935725	19.7547999499369	-0.856246437317911	1	19951741	19951872	132	-	247	318	301	200	342	326	224	142	153	305	264	110	"c(""AT1G53450.1"", ""AT1G53450.2"")"	AT1G53450:E004	AT1G53450	E004	102.627252040836	0.0068540470651744	17.1749217682529	3.40907250058312e-05	0.0085720389303587	17.4966442402784	14.0389844125856	-0.661756805205638	1	19951741	19951872	132	-	94	133	89	70	104	137	"c(""AT1G53450.1"", ""AT1G53450.2"")"
AT1G53450	E006	254.942198533443	0.0057333021684404	83.4619764070427	6.49533703399931e-20	3.24237748257682e-17	27.4533737525527	20.8373000321662	-0.834000720461558	1	19951953	19952082	130	-	255	317	375	246	349	358	238	159	162	372	308	111	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"	AT1G53450:E006	AT1G53450	E006	132.445065381419	0.0049754558131597	22.7635951642076	1.83203478817239e-06	0.0007632763660552	19.6771822140054	15.8530291916623	-0.656449183380049	1	19951953	19952082	130	-	121	170	118	100	143	151	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"
AT1G53450	E007	268.106960992043	0.0030543965855456	101.664910478798	6.57549063978571e-24	4.57587279132748e-21	27.6579815616815	21.7995351538648	-0.721579538922527	1	19952156	19952280	125	-	245	366	348	283	365	327	251	168	199	398	350	116	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"	AT1G53450:E007	AT1G53450	E007	143.289329076039	0.001777657414626	38.9130184256775	4.43115658097728e-10	4.56677329423193e-07	20.4675361823544	16.4647848865889	-0.663693041561683	1	19952156	19952280	125	-	148	168	127	109	139	180	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"
AT1G53450	E008	293.987357101518	0.0023681376867418	112.623215093854	2.60934542059817e-26	2.2204042337599902e-23	28.7427091417004	22.9387998299135	-0.686787292054227	1	19952362	19952511	150	-	269	429	355	284	416	352	257	183	276	402	404	122	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"	AT1G53450:E008	AT1G53450	E008	139.514562377963	0.0036213428022691	27.5385817107582	1.5399178911438e-07	8.86879476042128e-05	20.1415666142051	16.2920359745427	-0.64597955968422	1	19952362	19952511	150	-	159	146	124	104	132	184	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"
AT1G53450	E009	231.593511199826	0.0027562487908028	116.670768953223	3.3890473933257e-27	3.12691028932958e-24	26.084111807936	20.1017462002712	-0.78491232153157	1	19952621	19952710	90	-	230	329	288	217	327	320	178	151	226	283	322	88	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"	AT1G53450:E009	AT1G53450	E009	91.5749969782871	0.0039598307118033	13.1061658713594	0.0002943254474846	0.0456954112976814	16.0110477295029	13.5483347882207	-0.499599784749965	1	19952621	19952710	90	-	98	90	85	74	83	129	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"
AT1G53450	E010	411.906694412888	0.0010542286898035	311.975118548915	8.108914966036779e-70	5.79018835957458e-66	34.4437835181624	26.0332185329287	-0.868529028090117	1	19952808	19953047	240	-	416	556	504	419	600	613	363	265	313	511	509	174	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"	AT1G53450:E010	AT1G53450	E010	129.740148045991	0.004616393915272	22.336021637976	2.28872919002049e-06	0.000914627563967	19.4081277073368	15.7836555595102	-0.627368573951824	1	19952808	19953047	240	-	139	143	96	103	136	175	"c(""AT1G53450.1"", ""AT1G53450.3"", ""AT1G53450.2"")"
