groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT1G12400+AT1G12390	E011	352.027253883041	0.0029677668709764	12.5042219380256	0.0004060334068774	0.0278321581533821	30.6948115412427	27.5730349001005	-0.323304568887412	1	4222423	4222865	443	+	279	462	429	315	315	324	"c(""AT1G12400.1"", ""AT1G12400.2"", ""AT1G12400.3"")"	AT1G12400+AT1G12390:E011	AT1G12400+AT1G12390	E011	240.012441892439	0.0013218871473371	24.3105730013619	5.26048936336969e-06	0.0002963608634877	25.5064222420775	21.689623148493	24.3171781509684	-0.478134959258588	-0.141196488378462	1	4222423	4222865	443	+	246	314	211	177	221	287	"c(""AT1G12400.1"", ""AT1G12400.2"", ""AT1G12400.3"")"
AT1G12500	E001	1829.92628175054	0.0002754022115606	11.5844778428639	0.0006650460543063	0.0395937782541081	61.0258099777912	62.5026939800608	0.0824578079725651	1	4263150	4263955	806	-	1439	1862	2154	2000	1953	1699	AT1G12500.1	AT1G12500:E001	AT1G12500	E001	1150.00314747455	0.0002323654700833	22.3339862451223	1.41330699163657e-05	0.0006731132330301	49.5442673264329	51.3290415195571	49.216588709911	0.112370798515798	-0.0209920731419331	1	4263150	4263955	806	-	1018	1073	1304	1344	960	1211	AT1G12500.1
AT1G12500	E002	2019.6843184236	0.0002713114451331	11.6442592833608	0.0006440097297875	0.03874404930027	64.9693819392973	63.5517359731698	-0.0770577199760378	1	4264286	4265156	871	-	1644	2213	2487	2102	2079	1705	AT1G12500.1	AT1G12500:E002	AT1G12500	E002	769.510816583762	0.0002574599867913	21.9003635475157	1.75548240047401e-05	0.0008003017329186	42.3461105926963	40.2365913755385	42.7507036358427	-0.157432462620871	0.0294100764068812	1	4264286	4265156	871	-	729	759	766	797	705	895	AT1G12500.1
AT1G12900	E003	2380.32050323714	0.0088923176763386	28.780387700802	8.10678962287474e-08	1.99780964815403e-05	59.8960606320616	76.487479125171	0.871010217089136	1	4392486	4392609	124	-	1139	1876	1967	3575	4090	2312	"c(""AT1G12900.1"", ""AT1G12900.5"", ""AT1G12900.2"", ""AT1G12900.3"")"	AT1G12900:E003	AT1G12900	E003	3365.91647453882	7.26004101646736e-05	70.6158021898579	4.63418521061976e-16	2.30815524811797e-13	78.5271438477551	82.5942186121582	77.0250420784369	0.181933781486864	-0.0686902204413506	1	4392486	4392609	124	-	2913	3104	4052	3908	2699	3538	"c(""AT1G12900.1"", ""AT1G12900.5"", ""AT1G12900.2"", ""AT1G12900.3"")"
AT1G13450	E003	81.7709552596633	0.0054952264425808	21.2584040985767	4.01346820772908e-06	0.0006513612832268	12.242855911455	16.2302761961831	0.822186416775964	1	4613517	4613707	191	-	27	65	72	139	116	99	AT1G13450.3	AT1G13450:E003	AT1G13450	E003	97.0516012036224	0.001438214042791	41.3546392980429	1.04701806722614e-09	1.75273457251072e-07	11.4814181785395	16.5652254822338	15.775565744613	1.06598836980636	0.923574842550119	1	4613517	4613707	191	-	39	40	114	125	133	145	AT1G13450.3
AT1G13460	E003	561.304519120034	0.0026587522893009	11.6265551547033	0.0006501685701491	0.0390228227423754	35.3677142433962	37.8109319665496	0.20626658916887	1	4616428	4617667	1240	+	365	601	700	627	568	579	"c(""AT1G13460.2"", ""AT1G13460.1"")"	AT1G13460:E003	AT1G13460	E003	490.478935289637	0.0024835888990919	14.1948439581113	0.0008272348052999	0.0166016199034336	33.682077932694	32.2484253375084	35.3122399101473	-0.130951539310091	0.142850129322008	1	4616428	4617667	1240	+	419	452	462	417	557	696	"c(""AT1G13460.2"", ""AT1G13460.1"")"
AT1G13570+AT1G13560	E021	6.49778062813574	0.0356143423989108	12.4752256040006	0.0004123848464685	0.0281393091014736	2.46971262858349	5.29197397874486	2.2006059186109	1	4641546	4641554	9	-	1	5	1	11	16	8	AT1G13560.2	AT1G13570+AT1G13560:E021	AT1G13570+AT1G13560	E021	5.90873761641913	0.0412966629584176	16.6749736053792	0.0002393731796413	0.0063807614241642	1.1006253132507	4.96346158740215	4.33313857336981	4.34740787762064	3.95519881719298	1	4641546	4641554	9	-	1	0	10	9	4	13	AT1G13560.2
AT1G14030	E002	844.715565350192	0.0003863389294863	16.4169597142295	5.08284152601684e-05	0.0055542253344438	42.4878180411461	45.1356298589189	0.191882033589341	1	4805789	4806193	405	-	525	724	748	1099	1159	953	AT1G14030.1	AT1G14030:E002	AT1G14030	E002	1249.79757589561	0.0004622173562617	224.376389031689	1.89359102747396e-49	9.07775703627097e-46	47.721450061038	58.195556475853	48.0288098785266	0.635602576892557	0.0202042307489307	1	4805789	4806193	405	-	892	942	1762	1674	971	1235	AT1G14030.1
AT1G14030	E004	586.341516151265	0.000475229132787	16.0638835340364	6.12409565651193e-05	0.0064487819351459	38.4964256454795	36.0510770993924	-0.203147814653372	1	4806520	4806731	212	-	425	576	611	725	696	551	AT1G14030.1	AT1G14030:E004	AT1G14030	E004	554.644584491922	0.0003011636142609	239.534536079816	9.67690277448438e-53	5.498129433416859e-49	38.9264176420324	29.227602403539	39.3397069361448	-0.864896973471026	0.0323306569177131	1	4806520	4806731	212	-	572	612	379	405	632	804	AT1G14030.1
AT1G14030	E006	632.619501382305	0.0006601669398889	20.3365354743351	6.4948503055e-06	0.0009902228077491	40.0868680064603	37.1362021055879	-0.237817418354421	1	4806977	4807517	541	-	465	647	646	781	716	604	AT1G14030.1	AT1G14030:E006	AT1G14030	E006	851.458345052851	0.0012921984947776	191.407251497884	2.73176564570405e-42	9.11020088358424e-39	47.8474630995951	35.791730434304	47.7562200631261	-0.895417563639791	-0.0060055189293262	1	4806977	4807517	541	-	938	905	569	627	966	1212	AT1G14030.1
AT1G14710	E009	51.3281292943452	0.0088270870893888	17.6007538193232	2.72480317266551e-05	0.0033440370191793	9.43584987237497	13.0993466852526	0.952866272736975	1	5064812	5064971	160	-	22	40	37	71	94	59	AT1G14710.2	AT1G14710:E009	AT1G14710	E009	57.7450460416839	0.0119517228388599	16.9626229762761	0.0002073066441511	0.0057290727891651	9.09212935135869	11.7661028463328	13.8853366675686	0.747131972485222	1.22813882559348	1	5064812	5064971	160	-	21	41	49	59	85	106	AT1G14710.2
AT1G14830+AT1G14840	E001	744.190299823629	0.0003304215649706	23.6105343511165	1.17940082520686e-06	0.0002176363085264	39.9065349983722	43.0513581018434	0.238526071654558	1	5107416	5107824	409	-	482	667	713	915	934	858	AT1G14830.1	AT1G14830+AT1G14840:E001	AT1G14830+AT1G14840	E001	595.155750924411	0.0031713354513594	12.4793112086237	0.0019505271603275	0.0313059813305305	35.5416872877174	40.2127472058926	35.1064245801392	0.376615021929931	-0.0373239082516541	1	5107416	5107824	409	-	518	523	731	600	552	663	AT1G14830.1
AT1G14830+AT1G14840	E003	984.285066090117	0.0003248818565363	13.654090551457	0.0002197620405817	0.0176280387097809	46.0106318150612	48.3427939488921	0.159163023252329	1	5108137	5108377	241	-	646	888	1011	1229	1217	1056	AT1G14830.1	AT1G14830+AT1G14840:E003	AT1G14830+AT1G14840	E003	640.576516430926	0.0003155917468131	12.0144739883557	0.0024608782164793	0.0370002434261723	37.2392893795767	40.1505848327797	37.5519991562234	0.230131604474325	0.0254727324887014	1	5108137	5108377	241	-	568	581	687	640	637	765	AT1G14830.1
AT1G15125+AT1G15120	E004	1553.91003189204	0.0014951867297248	13.0272514267975	0.000306990783429	0.0226051739506922	55.4083254263599	60.0197229760745	0.270126922845279	1	5202871	5202920	50	+	1156	1413	1766	1879	1617	1632	"c(""AT1G15120.2"", ""AT1G15120.1"")"	AT1G15125+AT1G15120:E004	AT1G15125+AT1G15120	E004	945.920020152326	0.000394027591195	40.0018539569489	2.0592438626878604e-09	3.23006507156947e-07	43.7183109729175	45.7779193171506	48.6190008707243	0.143373717220072	0.332426316907	1	5202871	5202920	50	+	853	878	868	810	972	1425	"c(""AT1G15120.2"", ""AT1G15120.1"")"
AT1G15125+AT1G15120	E005	2047.79016587551	0.0006930913031044	23.0596292671681	1.57053950881989e-06	0.0002810313878661	62.4463999089553	67.1140891462714	0.25244314590539	1	5203065	5203092	28	+	1529	1912	2308	2403	2178	2135	"c(""AT1G15120.2"", ""AT1G15120.1"")"	AT1G15125+AT1G15120:E005	AT1G15125+AT1G15120	E005	1186.14760880554	0.0006481553654009	32.114523019673	1.06272263758462e-07	1.06693736218132e-05	48.5139500115059	51.1450646153327	53.5261486723637	0.167335736933493	0.312810226750853	1	5203065	5203092	28	+	1071	1098	1108	1030	1192	1777	"c(""AT1G15120.2"", ""AT1G15120.1"")"
AT1G15125+AT1G15120	E006	2948.587595829	0.0003160424484768	54.1475823831076	1.85982565518984e-13	1.01615314178397e-10	72.3745798244026	77.6017551114487	0.258040897208673	1	5203484	5203568	85	+	2144	2796	3341	3378	3227	3090	"c(""AT1G15120.2"", ""AT1G15120.1"")"	AT1G15125+AT1G15120:E006	AT1G15125+AT1G15120	E006	2415.3322383517	0.000208643718221	66.6035924049648	3.4451939174888605e-15	1.52749542805288e-12	66.8216763766034	71.1054371796882	71.2829003721787	0.21238228861006	0.220986697091309	1	5203484	5203568	85	+	2186	2285	2424	2122	2373	3356	"c(""AT1G15120.2"", ""AT1G15120.1"")"
AT1G15125+AT1G15120	E007	2304.43980674898	0.0008540163048396	14.231986114324	0.0001616002268425	0.0138984534842452	65.9720643932835	70.0478047863835	0.213545891044523	1	5203683	5203772	90	+	1690	2279	2607	2522	2689	2266	"c(""AT1G15120.2"", ""AT1G15120.1"")"	AT1G15125+AT1G15120:E007	AT1G15125+AT1G15120	E007	3107.2501320158	0.0001094080632557	118.573591739127	1.7867825569612098e-26	2.36295831838959e-23	74.3016755584525	79.9438606223559	77.9047342038018	0.259499366652562	0.167114041381593	1	5203683	5203772	90	+	2816	2943	3216	2834	3008	4092	"c(""AT1G15120.2"", ""AT1G15120.1"")"
AT1G15125+AT1G15120	E009	1764.80254449975	0.0013923396640752	11.6546315709579	0.0006404288673436	0.0386194202683706	58.7506144247785	63.0976655679417	0.245083353686137	1	5203865	5204193	329	+	1315	1681	1974	2016	2112	1669	"c(""AT1G15120.2"", ""AT1G15120.1"")"	AT1G15125+AT1G15120:E009	AT1G15125+AT1G15120	E009	2742.75480516227	0.0001417404220866	127.268999417507	2.31146817232892e-28	3.6936779837946904e-25	70.577085833999	77.0918012258578	72.8730693776092	0.308358546385856	0.110766817449836	1	5203865	5204193	329	+	2472	2617	2934	2596	2541	3494	"c(""AT1G15120.2"", ""AT1G15120.1"")"
AT1G15125+AT1G15120	E013	57.2171501599739	0.0037537416362828	201.638655535235	9.167431923926791e-46	3.2731995890243695e-42	15.7288767532784	4.86515527059686	-3.40285613157694	1	5204495	5204675	181	+	71	111	121	13	7	8	"c(""AT1G15125.1"", ""AT1G15125.2"")"	AT1G15125+AT1G15120:E013	AT1G15125+AT1G15120	E013	281.350357488059	0.0007796954420637	71.8376426305379	2.51567252314838e-16	1.31713057708567e-13	29.6159229929205	21.5669035444023	25.0656076178273	-0.938926069200437	-0.495703713072929	1	5204495	5204675	181	+	396	366	180	169	261	332	"c(""AT1G15125.1"", ""AT1G15125.2"")"
AT1G15125+AT1G15120	E014	271.239041640893	0.0021604841924471	610.943521298921	6.97479631273513e-135	3.56946825964741e-130	33.0713179285637	11.7358697879746	-3.06218211968179	1	5204758	5205049	292	+	353	514	530	68	53	43	"c(""AT1G15125.1"", ""AT1G15125.2"")"	AT1G15125+AT1G15120:E014	AT1G15125+AT1G15120	E014	1206.98845632212	0.0037853558967994	46.3828918906432	8.473893443582089e-11	1.84651434319056e-08	58.3485043101495	44.259832812155	49.3500515816691	-0.879663934754038	-0.538337915409647	1	5204758	5205049	292	+	1719	1544	798	762	1143	1316	"c(""AT1G15125.1"", ""AT1G15125.2"")"
AT1G15125+AT1G15120	E015	219.769190710565	0.0059352638528596	365.326732212038	1.94861765581718e-81	2.3013174515200897e-77	30.2021834008555	9.70337742914265	-3.33861564767186	1	5205126	5205490	365	+	274	421	465	34	52	26	"c(""AT1G15125.1"", ""AT1G15125.2"")"	AT1G15125+AT1G15120:E015	AT1G15125+AT1G15120	E015	820.367496140222	0.0003407359073916	216.148813785382	1.15846109027502e-47	4.93652450040916e-44	49.4912696589207	36.6021709800183	40.9606060293986	-0.934027842451963	-0.589997088416135	1	5205126	5205490	365	+	1121	1145	544	497	733	918	"c(""AT1G15125.1"", ""AT1G15125.2"")"
AT1G15125+AT1G15120	E016	24.8105403498361	0.0306079827221634	57.4117863487429	3.53482664229261e-14	2.0325915145737197e-11	10.5005727324062	3.05378538956458	-3.57133407867023	1	5205491	5205564	74	+	23	44	70	3	3	5	AT1G15125.2	AT1G15125+AT1G15120:E016	AT1G15125+AT1G15120	E016	43.3656025432492	0.0039718355454198	14.1226042273254	0.0008576605949981	0.0170651558226843	12.070381543119	9.45020542585814	8.81939787523331	-0.709381904701259	-0.909382398220031	1	5205491	5205564	74	+	58	65	38	28	25	47	AT1G15125.2
AT1G15125+AT1G15120	E017	395.399859359468	0.0054085681243973	489.037180853988	2.30839971023099e-108	8.86021518779409e-104	39.8009931978173	12.9698739081799	-3.34291565944628	1	5205565	5205960	396	+	486	760	845	68	85	48	"c(""AT1G15125.1"", ""AT1G15125.2"")"	AT1G15125+AT1G15120:E017	AT1G15125+AT1G15120	E017	1000.4109738545	0.000221766045271	373.013116053155	1.00283852695049e-81	1.0256096471024498e-77	55.3038765267528	41.6882360374992	41.9089296343997	-0.890800610223959	-0.874508316189818	1	5205565	5205960	396	+	1457	1441	702	670	738	997	"c(""AT1G15125.1"", ""AT1G15125.2"")"
AT1G15200	E003	2377.43443316605	0.0004016535078606	39.0718272705296	4.0849639917599703e-10	1.49681270084703e-07	70.9213839826955	66.7475335156628	-0.217023355699947	1	5228651	5228881	231	-	1796	2543	2724	2442	2667	2281	"c(""AT1G15200.3"", ""AT1G15200.4"", ""AT1G15200.1"", ""AT1G15200.2"")"	AT1G15200:E003	AT1G15200	E003	940.800881418139	0.0012932950564983	14.1198934195729	0.0008588238596617	0.0170836012727279	47.660208968775	46.0001326689651	43.4890736033996	-0.111176415951764	-0.286002184187417	1	5228651	5228881	231	-	1117	1026	804	879	825	1013	"c(""AT1G15200.3"", ""AT1G15200.4"", ""AT1G15200.1"", ""AT1G15200.2"")"
AT1G15200	E008	436.201729266746	0.0005329917098387	32.5526591040252	1.16006304173286e-08	3.37959162803122e-06	30.4117831377825	34.2320556062459	0.360174335090752	1	5229346	5229446	101	-	260	389	403	545	597	499	"c(""AT1G15200.3"", ""AT1G15200.4"", ""AT1G15200.1"", ""AT1G15200.2"")"	AT1G15200:E008	AT1G15200	E008	362.675876789712	0.0006236403570321	11.4715900983528	0.0032283146788339	0.0447663393195677	28.1210168274283	28.7396818554622	30.7110623654422	0.0648222290319804	0.263015271938469	1	5229346	5229446	101	-	372	332	305	319	398	485	"c(""AT1G15200.3"", ""AT1G15200.4"", ""AT1G15200.1"", ""AT1G15200.2"")"
AT1G15280	E005	179.406940601094	0.0055692472627087	15.0234945505868	0.0001061810134757	0.0100505369907131	19.0255165740298	23.1223319699832	0.575887701890029	1	5253546	5253548	3	+	86	182	146	233	248	221	AT1G15280.2	AT1G15280:E005	AT1G15280	E005	108.835730796797	0.0053794631821171	14.5373172889523	0.0006970463539424	0.0145247341718142	13.8271302955176	17.8273079246177	16.8413699592155	0.740519338244192	0.574378574262743	1	5253546	5253548	3	+	83	81	130	109	124	133	AT1G15280.2
AT1G16880	E008	398.836894724916	0.00172252169339	19.8078848345234	8.56287154218396e-06	0.001258045615188	33.1977350986025	29.060882729736	-0.403571337886833	1	5775210	5775539	330	+	298	405	519	414	407	384	AT1G16880.2	AT1G16880:E008	AT1G16880	E008	485.68040955215	0.0014187953402536	12.6181489634796	0.0018197166410602	0.0297578267634449	33.4506106074475	31.7726953671306	35.8279465676199	-0.154797576511573	0.207587602197007	1	5775210	5775539	330	+	450	522	478	432	439	634	AT1G16880.2
AT1G17220	E001	17236.8640234194	9.48215813044892e-05	18.9426111075132	1.34709982180865e-05	0.0018323353474662	134.029524397892	135.258650964143	0.0478847149528505	1	5885007	5886924	1918	+	12506	17644	18483	19017	19707	17689	AT1G17220.1	AT1G17220:E001	AT1G17220	E001	5834.71969856515	7.51323020677461e-05	158.495425497865	3.82961971009428e-35	9.17947876948005e-32	98.4422744045929	95.5816793417178	101.807778820196	-0.115140485551191	0.133330457388716	1	5885007	5886924	1918	+	5866	6440	5109	5113	5748	7132	AT1G17220.1
AT1G18370	E002	457.224691425803	0.0013485617165081	22.1072706230973	2.57831366220712e-06	0.0004369188703737	31.0059971348301	34.8376411187401	0.355335419545717	1	6320144	6320472	329	-	273	375	405	560	654	555	AT1G18370.1	AT1G18370:E002	AT1G18370	E002	366.272792829895	0.0004974634038691	19.7404722431471	5.16905219260139e-05	0.0019198626641309	28.5740072548242	31.0134219946668	27.7573346390865	0.244767979008632	-0.0863258031619534	1	6320144	6320472	329	-	281	304	432	453	333	403	AT1G18370.1
AT1G18660	E006	115.03680855246	0.0031065309406639	11.7828444463272	0.0005977907189426	0.0367197235453084	15.0073910239876	17.8664834606063	0.510355371668458	1	6421304	6421381	78	+	56	62	88	176	165	170	AT1G18660.2	AT1G18660:E006	AT1G18660	E006	119.551689326474	0.0170130664153503	21.1717321782704	2.5270670862435e-05	0.0010765544388566	12.1655957137757	17.3149693943527	19.4814637276945	1.02723387716209	1.3720195445633	1	6421304	6421381	78	+	55	43	104	161	156	227	AT1G18660.2
AT1G18950	E013	84.0644559373584	0.0026387712282579	117.113269249335	2.71132388462729e-27	4.20474298996796e-24	10.0097209355688	18.2105368365891	1.74445866345954	1	6550670	6550681	12	+	17	44	54	144	149	130	AT1G18950.2	AT1G18950:E013	AT1G18950	E013	41.0577011652985	0.0036892827363304	94.8697782780343	2.50777978491504e-21	2.19833408962673e-18	4.14516859997497	11.7096200815406	12.1502799059753	3.00335013286091	3.11055114556897	1	6550670	6550681	12	+	6	8	45	60	65	71	AT1G18950.2
AT1G19025+AT1G19020	E004	46.8476483259351	0.0043978117772293	18.6381593221371	1.58025650342415e-05	0.0021097111388757	10.1277968385284	11.7791046500229	0.438590918392125	1	6568711	6569123	413	+	26	39	57	58	62	49	"c(""AT1G19025.2"", ""AT1G19025.1"", ""AT1G19025.3"")"	AT1G19025+AT1G19020:E004	AT1G19025+AT1G19020	E004	34.4410099568723	0.0037553746396756	12.082798544025	0.0023782287952969	0.0361903151047839	8.48080224385268	8.37828766400318	10.4011514478854	-0.0351910514508358	0.59104734579212	1	6568711	6569123	413	+	32	39	23	24	43	51	"c(""AT1G19025.2"", ""AT1G19025.1"", ""AT1G19025.3"")"
AT1G19690+AT1G19700	E001	352.132111279385	0.0022479024028612	39.7348294612922	2.90891369730302e-10	1.10001359592841e-07	31.932381332033	25.9015073356483	-0.630490743213969	1	6807715	6808192	478	-	324	434	509	307	275	259	AT1G19690.1	AT1G19690+AT1G19700:E001	AT1G19690+AT1G19700	E001	425.745217000444	0.0008093462863822	26.0111164864897	2.24780079710908e-06	0.0001434981810575	30.3133002998916	33.837593314131	30.1442926594418	0.330385741349343	-0.0167217083043738	1	6807715	6808192	478	-	458	490	369	441	384	412	AT1G19690.1
AT1G19690+AT1G19700	E012	1130.16214872027	0.0004695922387675	34.7377870045631	3.7723784015722905e-09	1.18926746610553e-06	48.5467993560699	52.0309517750868	0.226176431038001	1	6809765	6810383	619	-	773	1206	1163	1264	1408	1106	"c(""AT1G19700.5"", ""AT1G19700.3"", ""AT1G19700.4"", ""AT1G19700.1"", ""AT1G19700.2"")"	AT1G19690+AT1G19700:E012	AT1G19690+AT1G19700	E012	356.237791283154	0.0005693905149713	11.7088089794244	0.0028672425652517	0.0412309910915828	27.4818413914961	29.4792330783249	29.7835205308327	0.2090110463441	0.239682506670983	1	6809765	6810383	619	-	381	393	286	322	348	430	"c(""AT1G19700.5"", ""AT1G19700.3"", ""AT1G19700.4"", ""AT1G19700.1"", ""AT1G19700.2"")"
AT1G20020	E004	729.454108830338	0.0010316651500996	85.7762605157183	2.0149060887676602e-20	2.02188582881372e-17	44.5407963675782	36.4778683581675	-0.625469357924311	1	6942956	6943227	272	+	638	980	1127	578	585	477	AT1G20020.2	AT1G20020:E004	AT1G20020	E004	884.166951302731	0.0006202801866137	246.818293480599	2.5356456055878502e-54	1.55593299908324e-50	39.1400162160645	41.0020171127736	53.7961178710656	0.142664747472324	0.995513006186274	1	6942956	6943227	272	+	712	799	696	714	1148	1389	AT1G20020.2
AT1G20920	E012	131.392422628055	0.0019504684973048	24.9023339197358	6.03093668062032e-07	0.0001191672726609	16.1847650603657	19.9665368057215	0.616347961336928	1	7289310	7289385	76	+	71	113	116	194	156	164	"c(""AT1G20920.2"", ""AT1G20920.1"", ""AT1G20920.3"")"	AT1G20920:E012	AT1G20920	E012	258.969398452513	0.0011715267677101	27.487579231225	1.07435549511038e-06	7.80732255248237e-05	22.5182123751159	27.2750434499643	24.3166500062852	0.56667728144592	0.226578833294468	1	7289310	7289385	76	+	199	195	285	297	272	323	"c(""AT1G20920.2"", ""AT1G20920.1"", ""AT1G20920.3"")"
AT1G20960+AT1G20950	E025	5679.00660278421	0.0004488145994937	41.3771655027541	1.25515016634156e-10	5.04458651933035e-08	98.0933646242689	92.8960322490873	-0.226738301477859	1	7302579	7305776	3198	-	3866	5700	6106	6470	6895	5750	"c(""AT1G20960.1"", ""AT1G20960.2"")"	AT1G20960+AT1G20950:E025	AT1G20960+AT1G20950	E025	5025.80692545812	0.0001197380825745	23.3982231902764	8.30119070399521e-06	0.0004356662542378	93.6863701590138	93.8946405816299	92.3489396319379	0.0085319130486762	-0.0550325888236678	1	7302579	7305776	3198	-	5032	5381	4422	4620	4918	6108	"c(""AT1G20960.1"", ""AT1G20960.2"")"
AT1G21170	E011	18.6957552440678	0.0097627758163009	35.5913159442726	2.43370060439844e-09	7.94991603815514e-07	4.16517234875573	8.74502459751895	2.1447066093907	1	7415873	7415924	52	+	7	4	8	41	34	25	AT1G21170.2	AT1G21170:E011	AT1G21170	E011	13.7359025566231	0.090376959788232	15.5637937682291	0.0004172200055213	0.0098795475863603	2.27633352573974	6.87512411023346	6.88702603201881	3.19179338859552	3.19679365156691	1	7415873	7415924	52	+	0	4	17	18	13	36	AT1G21170.2
